date,centre_id,nb_colis_entree,nb_colis_sortie,volume_moyen,temperature_max,temperature_min,precipitation,windspeed_max,is_holiday,day_of_week,month,day_of_month,is_weekend
2024-09-28,4,758,679,2.95,13.8,7.3,0.7,17.4,0,5,9,28,1
2024-09-29,4,689,609,1.84,14.9,4.7,0.0,23.2,0,6,9,29,1
2024-09-30,4,1063,963,2.87,18.1,11.6,0.4,34.0,0,0,9,30,0
2024-10-01,4,1133,1041,2.28,17.4,11.5,0.1,19.6,0,1,10,1,0
2024-10-02,4,1105,972,1.47,16.5,11.5,1.6,22.0,0,2,10,2,0
2024-10-03,4,962,853,2.39,14.2,9.1,0.1,20.6,0,3,10,3,0
2024-10-04,4,1035,946,2.61,15.3,5.2,0.0,11.4,0,4,10,4,0
2024-10-05,4,738,663,1.91,16.4,4.7,0.0,17.5,0,5,10,5,1
2024-10-06,4,761,667,2.26,16.9,9.8,4.2,20.2,0,6,10,6,1
2024-10-07,4,1113,1001,1.75,17.8,13.8,11.8,21.3,0,0,10,7,0
2024-10-08,4,1053,906,2.12,19.2,13.0,0.5,26.0,0,1,10,8,0
2024-10-09,4,998,861,1.22,17.1,13.2,55.7,28.9,0,2,10,9,0
2024-10-10,4,1148,1024,2.38,15.4,10.0,1.3,22.2,0,3,10,10,0
2024-10-11,4,1050,956,2.43,13.8,5.9,0.0,9.4,0,4,10,11,0
2024-10-12,4,743,672,2.13,15.8,7.3,1.8,15.3,0,5,10,12,1
2024-10-13,4,705,605,2.09,15.0,8.8,0.0,16.9,0,6,10,13,1
2024-10-14,4,1166,1060,2.76,21.5,10.1,0.1,16.7,0,0,10,14,0
2024-10-15,4,1010,905,1.41,20.2,11.0,0.2,18.2,0,1,10,15,0
2024-10-16,4,1009,935,1.97,24.7,15.3,6.0,22.8,0,2,10,16,0
2024-10-17,4,1045,939,1.76,18.3,15.5,12.5,17.2,0,3,10,17,0
2024-10-18,4,1116,976,1.63,16.0,13.4,7.7,19.9,0,4,10,18,0
2024-10-19,4,788,701,1.76,16.6,11.1,2.7,22.9,0,5,10,19,1
2024-10-20,4,703,616,2.51,18.5,10.8,0.7,23.8,0,6,10,20,1
2024-10-21,4,1098,979,2.32,21.0,13.0,1.6,28.2,0,0,10,21,0
2024-10-22,4,1091,969,2.6,16.6,9.3,0.0,17.6,0,1,10,22,0
2024-10-23,4,1024,950,2.99,16.7,7.8,0.0,11.9,0,2,10,23,0
2024-10-24,4,1118,1039,1.88,18.0,6.3,0.0,13.2,0,3,10,24,0
2024-10-25,4,1039,950,1.99,19.6,12.0,2.0,22.0,0,4,10,25,0
2024-10-26,4,710,616,1.98,18.2,12.3,5.1,7.0,0,5,10,26,1
2024-10-27,4,725,650,1.34,16.4,13.1,2.8,10.2,0,6,10,27,1
2024-10-28,4,1116,980,2.39,17.6,10.4,0.0,9.7,0,0,10,28,0
2024-10-29,4,983,920,1.81,14.7,8.1,0.0,10.6,0,1,10,29,0
2024-10-30,4,1041,958,2.73,15.3,10.3,0.0,12.1,0,2,10,30,0
2024-10-31,4,1063,962,2.5,15.9,10.1,0.0,8.1,0,3,10,31,0
2024-11-01,4,1466,1286,2.45,12.0,9.6,0.0,7.6,1,4,11,1,0
2024-11-02,4,942,859,1.72,12.7,9.3,0.7,16.1,0,5,11,2,1
2024-11-03,4,947,853,2.24,13.0,7.6,0.0,10.3,0,6,11,3,1
2024-11-04,4,1315,1198,2.37,14.5,7.2,0.0,8.8,0,0,11,4,0
2024-11-05,4,1266,1128,2.21,13.2,6.0,0.0,7.9,0,1,11,5,0
2024-11-06,4,1424,1284,1.74,12.3,8.4,0.0,10.8,0,2,11,6,0
2024-11-07,4,1286,1180,1.92,13.7,9.5,0.0,14.7,0,3,11,7,0
2024-11-08,4,1295,1127,2.24,11.6,8.3,0.0,10.3,0,4,11,8,0
2024-11-09,4,1057,973,1.6,13.6,8.6,0.0,7.1,0,5,11,9,1
2024-11-10,4,937,847,1.25,12.0,7.8,0.5,12.6,0,6,11,10,1
2024-11-11,4,1315,1241,1.77,13.5,5.3,0.5,18.5,1,0,11,11,0
2024-11-12,4,1456,1271,1.78,10.7,7.2,2.1,29.9,0,1,11,12,0
2024-11-13,4,1290,1180,1.89,9.1,5.8,0.0,12.8,0,2,11,13,0
2024-11-14,4,1440,1269,1.94,12.5,4.5,0.0,7.8,0,3,11,14,0
2024-11-15,4,1458,1339,2.14,10.5,6.9,0.1,8.8,0,4,11,15,0
2024-11-16,4,901,863,0.99,9.5,5.3,0.0,7.0,0,5,11,16,1
2024-11-17,4,1009,929,1.61,10.4,4.0,1.0,12.6,0,6,11,17,1
2024-11-18,4,1367,1255,1.6,10.9,6.7,4.3,20.7,0,0,11,18,0
2024-11-19,4,1330,1200,2.03,12.2,7.4,24.4,27.3,0,1,11,19,0
2024-11-20,4,1381,1266,2.55,6.9,1.8,3.1,23.9,0,2,11,20,0
2024-11-21,4,1421,1295,1.75,1.6,-0.6,10.4,22.6,0,3,11,21,0
2024-11-22,4,1557,1388,2.56,3.5,-2.2,0.6,20.2,0,4,11,22,0
2024-11-23,4,975,900,2.53,12.0,1.1,0.0,25.0,0,5,11,23,1
2024-11-24,4,921,832,1.92,18.0,12.2,0.0,28.7,0,6,11,24,1
2024-11-25,4,1350,1219,2.42,18.0,8.5,8.8,25.0,0,0,11,25,0
2024-11-26,4,1484,1312,2.58,11.2,7.6,3.4,16.0,0,1,11,26,0
2024-11-27,4,1482,1317,1.94,13.3,7.6,8.7,24.0,0,2,11,27,0
2024-11-28,4,1311,1178,1.69,9.0,4.1,0.0,8.9,0,3,11,28,0
2024-11-29,4,1404,1302,1.73,8.1,1.3,0.0,11.0,0,4,11,29,0
2024-11-30,4,1015,936,2.0,6.6,0.1,0.0,9.4,0,5,11,30,1
2024-12-01,4,1012,906,2.85,11.4,1.1,0.0,14.5,0,6,12,1,1
2024-12-02,4,1355,1291,2.25,12.3,7.1,0.5,16.4,0,0,12,2,0
2024-12-03,4,1282,1144,2.36,8.4,4.3,1.0,12.6,0,1,12,3,0
2024-12-04,4,1333,1209,1.61,7.3,2.7,0.0,10.3,0,2,12,4,0
2024-12-05,4,1315,1219,1.96,12.5,4.7,3.4,24.2,0,3,12,5,0
2024-12-06,4,1451,1259,2.45,13.8,7.1,2.3,29.2,0,4,12,6,0
2024-12-07,4,1018,938,1.3,11.8,5.8,7.8,30.6,0,5,12,7,1
2024-12-08,4,973,853,2.01,8.5,6.5,5.6,25.8,0,6,12,8,1
2024-12-09,4,1346,1190,2.54,6.6,5.1,1.3,20.5,0,0,12,9,0
2024-12-10,4,1482,1370,1.52,6.2,4.7,0.2,15.8,0,1,12,10,0
2024-12-11,4,1483,1328,1.9,5.7,4.7,0.0,12.9,0,2,12,11,0
2024-12-12,4,1350,1180,1.14,4.7,3.5,0.0,10.0,0,3,12,12,0
2024-12-13,4,1308,1193,1.45,3.7,0.1,0.0,8.4,0,4,12,13,0
2024-12-14,4,942,871,1.92,5.2,-0.4,0.1,10.8,0,5,12,14,1
2024-12-15,4,1043,941,2.48,9.9,3.1,0.0,13.1,0,6,12,15,1
2024-12-16,4,1352,1259,2.02,10.7,8.4,0.0,12.7,0,0,12,16,0
2024-12-17,4,1473,1350,1.61,8.5,5.8,0.0,13.3,0,1,12,17,0
2024-12-18,4,1449,1314,1.05,13.8,6.8,1.4,23.3,0,2,12,18,0
2024-12-19,4,1436,1256,1.91,13.8,3.6,4.5,26.6,0,3,12,19,0
2024-12-20,4,1544,1394,1.64,8.1,3.2,0.1,15.3,0,4,12,20,0
2024-12-21,4,977,864,1.81,10.8,6.6,4.8,23.5,0,5,12,21,1
2024-12-22,4,995,901,2.45,11.4,3.3,18.7,27.7,0,6,12,22,1
2024-12-23,4,1316,1197,2.35,7.6,4.9,0.1,22.5,0,0,12,23,0
2024-12-24,4,1317,1202,2.72,9.7,5.3,1.1,8.7,0,1,12,24,0
2024-12-25,4,1399,1216,2.67,10.9,8.7,0.0,8.2,1,2,12,25,0
2024-12-26,4,1471,1305,2.67,8.6,4.1,0.0,8.9,0,3,12,26,0
2024-12-27,4,1356,1224,2.17,5.6,-1.1,0.0,5.1,0,4,12,27,0
2024-12-28,4,912,846,2.67,2.1,-0.8,0.0,9.0,0,5,12,28,1
2024-12-29,4,1007,911,1.97,4.6,1.4,0.0,7.5,0,6,12,29,1
2024-12-30,4,1376,1198,2.04,4.1,2.6,0.1,8.7,0,0,12,30,0
2024-12-31,4,1344,1219,1.89,5.7,1.9,0.0,16.5,0,1,12,31,0
2023-01-01,5,687,615,2.62,15.5,12.0,2.0,30.5,1,6,1,1,1
2023-01-02,5,934,805,2.44,15.5,6.9,7.4,29.2,0,0,1,2,0
2023-01-03,5,979,897,2.28,9.9,5.8,1.0,26.3,0,1,1,3,0
2023-01-04,5,875,795,1.39,13.2,9.6,3.4,28.9,0,2,1,4,0
2023-01-05,5,909,834,1.58,13.8,11.4,0.4,24.5,0,3,1,5,0
2023-01-06,5,906,827,1.42,13.0,9.9,0.0,25.0,0,4,1,6,0
2023-01-07,5,666,593,1.5,11.2,6.3,1.2,29.6,0,5,1,7,1
2023-01-08,5,667,589,2.47,10.6,8.3,4.4,25.6,0,6,1,8,1
2023-01-09,5,890,757,1.82,8.3,5.6,0.8,32.2,0,0,1,9,0
2023-01-10,5,935,840,2.54,11.8,4.1,3.0,28.3,0,1,1,10,0
2023-01-11,5,953,846,2.91,12.5,9.0,9.1,27.7,0,2,1,11,0
2023-01-12,5,841,773,2.73,12.1,9.3,0.6,31.8,0,3,1,12,0
2023-01-13,5,920,786,3.0,11.3,7.3,2.1,32.6,0,4,1,13,0
2023-01-14,5,642,578,2.54,12.7,7.2,8.5,35.3,0,5,1,14,1
2023-01-15,5,664,594,2.21,9.9,5.1,3.3,36.3,0,6,1,15,1
2023-01-16,5,930,822,1.48,6.6,2.3,9.2,43.2,0,0,1,16,0
2023-01-17,5,957,855,1.1,3.3,-0.4,3.7,13.5,0,1,1,17,0
2023-01-18,5,905,813,1.82,5.1,-1.7,0.1,17.1,0,2,1,18,0
2023-01-19,5,961,855,1.92,3.5,-1.0,4.1,12.0,0,3,1,19,0
2023-01-20,5,960,883,1.59,6.1,-1.5,0.2,21.1,0,4,1,20,0
2023-01-21,5,682,621,2.16,3.8,-1.4,0.1,23.4,0,5,1,21,1
2023-01-22,5,650,571,2.81,3.3,-1.0,0.0,22.2,0,6,1,22,1
2023-01-23,5,836,748,2.4,3.7,0.5,0.0,22.6,0,0,1,23,0
2023-01-24,5,926,851,2.02,3.6,-1.1,0.0,19.7,0,1,1,24,0
2023-01-25,5,963,872,2.47,2.6,0.8,0.0,13.2,0,2,1,25,0
2023-01-26,5,844,754,1.6,4.7,0.3,0.6,17.7,0,3,1,26,0
2023-01-27,5,976,876,2.18,4.7,3.3,0.3,22.4,0,4,1,27,0
2023-01-28,5,667,597,1.29,3.7,-1.2,0.0,20.2,0,5,1,28,1
2023-01-29,5,683,620,1.08,4.9,-3.3,0.0,13.3,0,6,1,29,1
2023-01-30,5,984,863,2.03,9.0,3.3,0.0,20.2,0,0,1,30,0
2023-01-31,5,990,890,2.31,8.2,0.6,0.0,20.5,0,1,1,31,0
2023-02-01,5,861,755,3.11,9.8,6.1,0.0,24.8,0,2,2,1,0
2023-02-02,5,922,829,1.03,10.6,4.7,0.0,24.4,0,3,2,2,0
2023-02-03,5,886,766,2.23,10.2,6.8,0.0,21.1,0,4,2,3,0
2023-02-04,5,613,541,1.37,10.9,7.8,0.5,14.0,0,5,2,4,1
2023-02-05,5,660,585,1.37,9.4,4.2,0.1,23.1,0,6,2,5,1
2023-02-06,5,915,861,2.58,7.0,0.5,0.0,15.7,0,0,2,6,0
2023-02-07,5,927,833,1.45,6.3,-0.8,0.0,14.8,0,1,2,7,0
2023-02-08,5,868,784,2.56,6.0,-3.6,0.0,9.8,0,2,2,8,0
2023-02-09,5,1062,990,1.54,6.9,-5.0,0.0,9.8,0,3,2,9,0
2023-02-10,5,882,746,1.84,9.6,-0.4,0.0,11.0,0,4,2,10,0
2023-02-11,5,633,549,1.66,8.8,-0.5,0.0,7.4,0,5,2,11,1
2023-02-12,5,698,627,2.46,9.3,5.9,0.0,15.3,0,6,2,12,1
2023-02-13,5,935,860,1.89,11.9,-0.8,0.0,9.4,0,0,2,13,0
2023-02-14,5,955,895,2.65,12.0,-0.1,0.0,10.4,0,1,2,14,0
2023-02-15,5,849,757,1.77,12.9,-0.7,0.0,12.4,0,2,2,15,0
2023-02-16,5,963,873,1.74,11.6,3.9,1.3,17.7,0,3,2,16,0
2023-02-17,5,924,822,1.47,14.8,10.7,0.3,23.7,0,4,2,17,0
2023-02-18,5,634,576,1.48,12.5,9.3,0.1,23.9,0,5,2,18,1
2023-02-19,5,688,621,1.64,12.0,5.7,0.0,19.2,0,6,2,19,1
2023-02-20,5,901,823,1.66,12.1,2.6,0.0,10.3,0,0,2,20,0
2023-02-21,5,960,864,2.6,14.0,0.8,0.0,8.6,0,1,2,21,0
2023-02-22,5,889,809,2.42,10.6,6.8,5.5,15.7,0,2,2,22,0
2023-02-23,5,987,920,1.57,10.1,5.5,0.1,15.8,0,3,2,23,0
2023-02-24,5,974,881,2.6,10.5,4.7,0.0,17.0,0,4,2,24,0
2023-02-25,5,687,613,2.23,7.9,1.6,0.0,22.9,0,5,2,25,1
2023-02-26,5,618,550,1.91,5.2,-0.9,0.0,31.9,0,6,2,26,1
2023-02-27,5,935,863,2.19,6.5,-1.4,0.0,26.2,0,0,2,27,0
2023-02-28,5,948,876,1.42,5.2,-2.3,0.0,21.0,0,1,2,28,0
2023-03-01,5,911,784,2.34,7.3,-2.3,0.0,19.5,0,2,3,1,0
2023-03-02,5,1021,902,1.82,9.4,-2.1,0.0,14.1,0,3,3,2,0
2023-03-03,5,909,840,1.64,9.2,-0.2,0.0,16.7,0,4,3,3,0
2023-03-04,5,681,605,1.96,6.8,-1.1,0.0,19.2,0,5,3,4,1
2023-03-05,5,676,613,2.44,7.3,3.0,0.3,8.0,0,6,3,5,1
2023-03-06,5,924,829,1.74,7.7,1.9,0.6,17.3,0,0,3,6,0
2023-03-07,5,918,851,2.1,8.9,3.3,0.3,23.8,0,1,3,7,0
2023-03-08,5,873,752,1.38,14.1,5.5,18.0,32.9,0,2,3,8,0
2023-03-09,5,877,774,2.03,14.7,8.9,6.2,31.7,0,3,3,9,0
2023-03-10,5,1002,900,1.64,11.1,4.7,1.9,42.6,0,4,3,10,0
2023-03-11,5,681,616,1.52,7.3,1.3,3.6,13.9,0,5,3,11,1
2023-03-12,5,662,583,3.16,14.2,6.6,4.1,24.1,0,6,3,12,1
2023-03-13,5,939,857,1.67,15.8,11.0,2.1,31.6,0,0,3,13,0
2023-03-14,5,949,820,2.56,10.6,3.8,5.4,36.8,0,1,3,14,0
2023-03-15,5,918,867,2.84,10.9,2.3,0.4,11.6,0,2,3,15,0
2023-03-16,5,955,841,1.62,15.9,5.0,0.0,18.5,0,3,3,16,0
2023-03-17,5,913,834,1.46,15.9,8.1,7.7,25.3,0,4,3,17,0
2023-03-18,5,564,525,2.33,15.2,8.8,5.1,23.3,0,5,3,18,1
2023-03-19,5,660,584,1.86,11.2,4.3,2.0,18.8,0,6,3,19,1
2023-03-20,5,948,826,1.33,13.3,2.0,0.0,11.8,0,0,3,20,0
2023-03-21,5,971,866,1.85,14.8,8.3,1.2,21.6,0,1,3,21,0
2023-03-22,5,866,798,1.89,14.0,8.2,8.1,31.9,0,2,3,22,0
2023-03-23,5,927,859,2.35,15.9,11.2,1.3,29.5,0,3,3,23,0
2023-03-24,5,1019,940,2.55,15.0,9.7,1.8,36.6,0,4,3,24,0
2023-03-25,5,686,637,1.46,13.7,8.5,0.2,35.4,0,5,3,25,1
2023-03-26,5,630,567,2.18,11.5,8.0,7.0,35.5,0,6,3,26,1
2023-03-27,5,922,815,2.03,9.7,3.7,0.1,21.0,0,0,3,27,0
2023-03-28,5,970,839,3.17,11.2,3.2,0.6,19.7,0,1,3,28,0
2023-03-29,5,886,786,1.88,19.6,9.1,0.5,22.2,0,2,3,29,0
2023-03-30,5,921,831,1.47,15.9,11.6,3.1,28.4,0,3,3,30,0
2023-03-31,5,897,815,1.77,14.6,10.3,3.7,38.1,0,4,3,31,0
2023-04-01,5,712,647,1.76,13.4,9.2,2.6,33.2,0,5,4,1,1
2023-04-02,5,690,616,1.64,9.5,7.1,0.6,24.7,0,6,4,2,1
2023-04-03,5,880,770,2.27,11.8,3.7,0.0,20.5,0,0,4,3,0
2023-04-04,5,912,825,2.58,10.8,0.8,0.0,16.4,0,1,4,4,0
2023-04-05,5,913,814,2.63,13.9,-0.4,0.0,8.1,0,2,4,5,0
2023-04-06,5,864,795,1.34,14.4,7.9,1.4,24.2,0,3,4,6,0
2023-04-07,5,908,820,2.5,14.1,5.4,0.4,14.4,0,4,4,7,0
2023-04-08,5,640,619,1.03,14.3,2.8,0.0,13.0,0,5,4,8,1
2023-04-09,5,635,566,1.82,17.3,2.8,0.0,11.5,0,6,4,9,1
2023-04-10,5,907,841,2.14,16.9,7.9,5.3,30.6,1,0,4,10,0
2023-04-11,5,871,787,2.42,13.2,7.8,5.8,22.5,0,1,4,11,0
2023-04-12,5,872,790,2.18,12.9,8.4,9.4,31.4,0,2,4,12,0
2023-04-13,5,864,753,2.31,11.9,5.9,5.1,30.2,0,3,4,13,0
2023-04-14,5,916,835,2.89,9.1,4.2,6.3,25.4,0,4,4,14,0
2023-04-15,5,671,612,1.31,12.7,7.0,11.5,25.1,0,5,4,15,1
2023-04-16,5,639,594,1.82,14.8,2.8,0.0,22.4,0,6,4,16,1
2023-04-17,5,922,806,1.81,12.5,3.5,0.1,21.4,0,0,4,17,0
2023-04-18,5,996,909,0.91,15.3,6.1,2.7,22.4,0,1,4,18,0
2023-04-19,5,999,918,1.96,18.2,7.2,0.0,21.6,0,2,4,19,0
2023-04-20,5,1024,933,1.41,12.2,5.3,0.2,22.9,0,3,4,20,0
2023-04-21,5,958,871,2.53,13.2,1.3,0.5,8.7,0,4,4,21,0
2023-04-22,5,660,596,1.15,17.2,5.0,7.1,21.4,0,5,4,22,1
2023-04-23,5,657,597,1.85,14.6,8.8,6.0,39.0,0,6,4,23,1
2023-04-24,5,854,760,2.26,14.2,6.9,5.2,22.4,0,0,4,24,0
2023-04-25,5,975,872,2.08,11.6,5.5,0.9,17.3,0,1,4,25,0
2023-04-26,5,957,842,1.61,11.9,4.8,1.3,8.7,0,2,4,26,0
2023-04-27,5,911,844,1.79,18.4,7.0,1.2,13.1,0,3,4,27,0
2023-04-28,5,965,853,2.69,21.0,13.1,5.8,18.4,0,4,4,28,0
2023-04-29,5,672,621,2.09,15.8,8.4,0.2,14.1,0,5,4,29,1
2023-04-30,5,660,600,1.23,17.2,7.7,0.0,13.4,0,6,4,30,1
2023-05-01,5,923,833,0.96,15.9,9.5,3.7,19.0,1,0,5,1,0
2023-05-02,5,899,777,1.04,17.2,7.3,0.4,14.7,0,1,5,2,0
2023-05-03,5,1106,1000,2.75,19.7,6.5,0.0,18.1,0,2,5,3,0
2023-05-04,5,885,836,1.89,22.4,11.0,1.2,19.8,0,3,5,4,0
2023-05-05,5,833,711,1.45,18.5,12.6,4.2,19.9,0,4,5,5,0
2023-05-06,5,594,533,1.42,20.1,11.5,4.5,12.6,0,5,5,6,1
2023-05-07,5,692,612,1.65,18.5,13.4,18.0,16.6,0,6,5,7,1
2023-05-08,5,901,796,1.52,18.9,10.3,0.0,11.5,1,0,5,8,0
2023-05-09,5,902,815,2.25,16.9,12.6,17.0,22.6,0,1,5,9,0
2023-05-10,5,944,851,2.28,16.8,9.4,6.4,21.7,0,2,5,10,0
2023-05-11,5,842,784,1.81,16.4,8.9,6.1,13.8,0,3,5,11,0
2023-05-12,5,933,853,1.66,15.1,9.0,1.0,19.6,0,4,5,12,0
2023-05-13,5,604,533,2.27,20.3,10.2,12.2,21.3,0,5,5,13,1
2023-05-14,5,624,559,1.8,18.9,8.5,0.0,14.4,0,6,5,14,1
2023-05-15,5,921,835,2.68,16.0,8.1,4.8,19.9,0,0,5,15,0
2023-05-16,5,983,837,1.68,15.2,5.9,0.0,24.1,0,1,5,16,0
2023-05-17,5,930,852,2.09,16.1,6.4,0.1,22.9,0,2,5,17,0
2023-05-18,5,932,814,2.26,17.1,6.8,0.0,19.2,1,3,5,18,0
2023-05-19,5,923,820,1.66,19.2,7.5,0.0,19.4,0,4,5,19,0
2023-05-20,5,569,510,1.38,20.0,12.0,0.2,20.7,0,5,5,20,1
2023-05-21,5,646,574,2.29,21.2,12.5,0.0,20.4,0,6,5,21,1
2023-05-22,5,929,828,1.19,21.4,11.7,0.0,19.1,0,0,5,22,0
2023-05-23,5,910,832,1.79,18.9,11.5,0.1,22.6,0,1,5,23,0
2023-05-24,5,974,862,2.38,19.1,7.7,0.0,23.1,0,2,5,24,0
2023-05-25,5,864,773,2.28,20.2,10.3,0.0,23.9,0,3,5,25,0
2023-05-26,5,896,829,2.13,21.5,10.0,0.0,20.5,0,4,5,26,0
2023-05-27,5,680,610,2.02,23.7,11.5,0.0,16.3,0,5,5,27,1
2023-05-28,5,635,564,2.3,25.4,12.3,0.0,21.7,0,6,5,28,1
2023-05-29,5,956,855,2.49,23.4,13.3,0.0,26.6,1,0,5,29,0
2023-05-30,5,932,847,2.39,21.8,11.8,0.0,24.5,0,1,5,30,0
2023-05-31,5,979,896,2.08,25.5,11.9,0.0,23.0,0,2,5,31,0
2023-06-01,5,853,783,1.57,26.2,14.2,0.0,21.6,0,3,6,1,0
2023-06-02,5,845,772,1.9,20.2,9.8,0.0,21.9,0,4,6,2,0
2023-06-03,5,596,546,1.89,24.1,10.8,0.0,19.4,0,5,6,3,1
2023-06-04,5,599,541,1.77,25.3,13.4,0.0,20.2,0,6,6,4,1
2023-06-05,5,842,773,2.14,25.5,13.2,0.0,20.1,0,0,6,5,0
2023-06-06,5,833,791,2.19,25.6,12.5,0.0,17.7,0,1,6,6,0
2023-06-07,5,900,780,2.42,27.3,14.0,0.2,18.7,0,2,6,7,0
2023-06-08,5,855,774,1.65,27.3,14.5,0.0,17.5,0,3,6,8,0
2023-06-09,5,824,724,2.64,29.7,15.8,0.0,19.3,0,4,6,9,0
2023-06-10,5,570,517,1.92,27.6,17.9,0.5,14.3,0,5,6,10,1
2023-06-11,5,611,556,2.1,25.0,18.5,25.5,15.4,0,6,6,11,1
2023-06-12,5,768,686,2.03,26.3,16.7,1.0,16.8,0,0,6,12,0
2023-06-13,5,731,659,2.12,28.2,16.0,0.0,19.6,0,1,6,13,0
2023-06-14,5,783,682,2.37,28.2,13.7,0.0,13.4,0,2,6,14,0
2023-06-15,5,823,774,1.59,27.9,14.9,0.0,11.2,0,3,6,15,0
2023-06-16,5,858,775,1.44,29.3,14.4,0.0,11.8,0,4,6,16,0
2023-06-17,5,613,546,1.55,30.7,17.5,0.6,14.5,0,5,6,17,1
2023-06-18,5,561,486,2.28,30.0,18.9,2.8,21.8,0,6,6,18,1
2023-06-19,5,855,763,2.24,24.7,15.8,1.0,12.3,0,0,6,19,0
2023-06-20,5,834,740,1.61,26.9,17.9,1.7,22.2,0,1,6,20,0
2023-06-21,5,849,755,2.67,27.5,16.2,3.8,12.3,0,2,6,21,0
2023-06-22,5,870,771,2.35,23.7,17.6,19.4,21.9,0,3,6,22,0
2023-06-23,5,862,731,1.96,26.8,13.8,0.2,14.8,0,4,6,23,0
2023-06-24,5,605,563,1.44,27.8,15.1,0.0,10.5,0,5,6,24,1
2023-06-25,5,616,551,2.25,31.4,16.9,0.0,22.7,0,6,6,25,1
2023-06-26,5,807,707,2.23,23.3,15.7,0.0,19.3,0,0,6,26,0
2023-06-27,5,869,790,1.76,24.9,13.7,0.0,16.4,0,1,6,27,0
2023-06-28,5,823,736,1.49,25.5,15.4,0.8,11.0,0,2,6,28,0
2023-06-29,5,831,740,2.46,25.3,19.4,0.8,20.1,0,3,6,29,0
2023-06-30,5,829,764,2.24,24.6,15.6,0.4,23.6,0,4,6,30,0
2023-07-01,5,601,545,2.26,23.2,17.0,2.6,26.8,0,5,7,1,1
2023-07-02,5,612,562,1.3,23.5,14.0,0.0,20.6,0,6,7,2,1
2023-07-03,5,916,800,1.71,24.7,15.1,0.8,21.3,0,0,7,3,0
2023-07-04,5,863,775,1.31,22.4,12.6,4.0,24.5,0,1,7,4,0
2023-07-05,5,756,685,2.22,21.9,11.9,0.8,26.5,0,2,7,5,0
2023-07-06,5,870,802,2.89,25.8,12.5,0.1,11.5,0,3,7,6,0
2023-07-07,5,860,761,1.35,30.4,14.5,0.0,20.5,0,4,7,7,0
2023-07-08,5,583,501,1.38,32.8,20.1,0.4,14.9,0,5,7,8,1
2023-07-09,5,560,516,2.08,27.7,20.3,7.9,17.6,0,6,7,9,1
2023-07-10,5,838,770,2.33,29.0,16.8,0.0,13.5,0,0,7,10,0
2023-07-11,5,884,797,2.28,31.6,17.5,0.1,18.9,0,1,7,11,0
2023-07-12,5,818,747,2.0,25.0,17.3,3.6,17.3,0,2,7,12,0
2023-07-13,5,810,720,1.9,24.2,16.2,0.2,19.9,0,3,7,13,0
2023-07-14,5,896,805,1.89,30.6,15.0,0.4,25.7,1,4,7,14,0
2023-07-15,5,594,549,2.19,25.4,20.3,1.5,30.8,0,5,7,15,1
2023-07-16,5,594,523,1.99,25.0,15.6,0.0,26.4,0,6,7,16,1
2023-07-17,5,872,794,2.37,24.9,14.0,0.0,19.9,0,0,7,17,0
2023-07-18,5,801,715,2.76,28.7,14.0,0.0,13.5,0,1,7,18,0
2023-07-19,5,908,800,2.89,24.4,16.6,0.0,21.1,0,2,7,19,0
2023-07-20,5,951,853,2.47,25.7,13.8,0.0,14.5,0,3,7,20,0
2023-07-21,5,800,745,1.12,24.4,15.1,2.0,19.2,0,4,7,21,0
2023-07-22,5,549,482,1.46,25.6,13.1,0.0,23.3,0,5,7,22,1
2023-07-23,5,654,591,2.03,24.0,17.1,6.8,31.6,0,6,7,23,1
2023-07-24,5,810,708,1.81,23.3,17.2,14.1,26.0,0,0,7,24,0
2023-07-25,5,835,716,3.04,20.2,14.9,15.6,17.3,0,1,7,25,0
2023-07-26,5,806,712,2.23,23.2,12.1,0.2,17.4,0,2,7,26,0
2023-07-27,5,774,710,2.64,22.8,17.6,17.1,28.2,0,3,7,27,0
2023-07-28,5,825,738,2.01,24.1,17.9,7.9,17.3,0,4,7,28,0
2023-07-29,5,587,548,1.8,23.1,16.9,5.9,19.4,0,5,7,29,1
2023-07-30,5,590,534,2.14,22.6,14.5,0.1,22.3,0,6,7,30,1
2023-07-31,5,756,699,2.13,22.5,16.8,8.0,31.1,0,0,7,31,0
2023-08-01,5,725,668,2.21,21.7,15.7,2.4,30.1,0,1,8,1,0
2023-08-02,5,923,825,2.56,23.1,16.9,23.4,44.3,0,2,8,2,0
2023-08-03,5,929,856,1.63,18.7,16.0,5.5,32.2,0,3,8,3,0
2023-08-04,5,886,804,2.22,21.0,14.3,3.4,15.1,0,4,8,4,0
2023-08-05,5,541,478,1.9,19.2,12.7,6.4,30.7,0,5,8,5,1
2023-08-06,5,616,572,1.33,19.2,13.3,1.6,30.2,0,6,8,6,1
2023-08-07,5,829,715,1.76,21.4,12.2,0.3,16.1,0,0,8,7,0
2023-08-08,5,830,772,0.83,22.9,14.3,0.6,16.7,0,1,8,8,0
2023-08-09,5,891,779,1.85,23.1,16.3,0.0,15.4,0,2,8,9,0
2023-08-10,5,826,759,2.56,25.9,13.9,0.0,12.8,0,3,8,10,0
2023-08-11,5,848,744,1.57,27.3,17.3,3.3,14.9,0,4,8,11,0
2023-08-12,5,624,557,2.34,25.5,19.3,4.5,19.7,0,5,8,12,1
2023-08-13,5,581,506,1.74,23.1,16.0,0.0,16.4,0,6,8,13,1
