date,centre_id,nb_colis_entree,nb_colis_sortie,volume_moyen
2023-06-25,4,720,654,1.63
2023-06-26,4,907,812,1.5
2023-06-27,4,976,886,1.93
2023-06-28,4,997,894,2.06
2023-06-29,4,943,852,2.14
2023-06-30,4,1032,939,2.26
2023-07-01,4,622,546,2.57
2023-07-02,4,706,644,2.03
2023-07-03,4,961,852,2.4
2023-07-04,4,894,830,2.43
2023-07-05,4,956,850,1.93
2023-07-06,4,1032,911,2.49
2023-07-07,4,925,819,1.05
2023-07-08,4,650,587,2.31
2023-07-09,4,675,578,2.72
2023-07-10,4,916,812,2.12
2023-07-11,4,891,776,2.51
2023-07-12,4,1007,918,1.8
2023-07-13,4,990,860,3.39
2023-07-14,4,905,783,2.4
2023-07-15,4,713,623,2.92
2023-07-16,4,691,648,2.32
2023-07-17,4,973,914,2.16
2023-07-18,4,1041,940,1.69
2023-07-19,4,909,831,2.82
2023-07-20,4,938,894,1.98
2023-07-21,4,948,872,2.37
2023-07-22,4,635,549,1.35
2023-07-23,4,663,611,1.82
2023-07-24,4,1014,933,2.35
2023-07-25,4,959,863,2.15
2023-07-26,4,986,908,2.66
2023-07-27,4,944,833,1.65
2023-07-28,4,951,865,2.77
2023-07-29,4,717,638,2.81
2023-07-30,4,696,655,3.09
2023-07-31,4,949,900,2.49
2023-08-01,4,963,858,2.28
2023-08-02,4,982,843,1.89
2023-08-03,4,974,857,2.34
2023-08-04,4,982,862,2.28
2023-08-05,4,698,654,2.61
2023-08-06,4,736,634,2.22
2023-08-07,4,956,832,2.52
2023-08-08,4,961,846,2.73
2023-08-09,4,947,834,2.52
2023-08-10,4,923,867,1.73
2023-08-11,4,902,824,2.1
2023-08-12,4,619,566,1.66
2023-08-13,4,661,575,1.88
2023-08-14,4,951,867,1.73
2023-08-15,4,873,787,1.68
2023-08-16,4,991,863,2.99
2023-08-17,4,957,891,2.87
2023-08-18,4,848,744,1.91
2023-08-19,4,694,618,1.9
2023-08-20,4,693,638,2.48
2023-08-21,4,995,878,2.13
2023-08-22,4,890,810,2.39
2023-08-23,4,864,769,2.84
2023-08-24,4,1005,892,1.29
2023-08-25,4,853,812,1.64
2023-08-26,4,678,589,2.0
2023-08-27,4,681,634,2.23
2023-08-28,4,969,899,1.78
2023-08-29,4,947,875,2.4
2023-08-30,4,957,884,2.11
2023-08-31,4,994,906,2.16
2023-09-01,4,1049,917,2.02
2023-09-02,4,769,705,2.28
2023-09-03,4,753,683,2.25
2023-09-04,4,1112,988,2.92
2023-09-05,4,1012,882,2.38
2023-09-06,4,1126,961,2.75
2023-09-07,4,1076,977,2.31
2023-09-08,4,1103,983,2.34
2023-09-09,4,710,648,1.35
2023-09-10,4,676,633,1.62
2023-09-11,4,1152,1044,3.34
2023-09-12,4,1054,941,1.07
2023-09-13,4,1116,998,1.96
2023-09-14,4,1088,982,2.06
2023-09-15,4,1113,1017,2.21
2023-09-16,4,721,642,1.9
2023-09-17,4,753,709,1.62
2023-09-18,4,1033,920,2.01
2023-09-19,4,1097,991,2.51
2023-09-20,4,1062,954,1.95
2023-09-21,4,1070,929,1.96
2023-09-22,4,1034,977,2.36
2023-09-23,4,671,607,1.73
2023-09-24,4,785,697,2.11
2023-09-25,4,1146,1040,2.56
2023-09-26,4,1008,906,2.64
2023-09-27,4,1036,937,1.67
2023-09-28,4,1047,952,2.16
2023-09-29,4,1132,994,2.4
2023-09-30,4,671,637,1.61
2023-10-01,4,739,670,2.95
2023-10-02,4,1044,934,2.57
2023-10-03,4,1140,1041,1.93
2023-10-04,4,1063,951,2.44
2023-10-05,4,1083,981,2.06
2023-10-06,4,1002,905,2.72
2023-10-07,4,739,655,1.65
2023-10-08,4,833,752,1.81
2023-10-09,4,1023,933,2.14
2023-10-10,4,1038,959,1.25
2023-10-11,4,978,860,1.98
2023-10-12,4,1075,936,2.89
2023-10-13,4,1005,912,1.89
2023-10-14,4,720,648,1.91
2023-10-15,4,695,617,1.98
2023-10-16,4,1062,917,1.22
2023-10-17,4,1131,1047,2.52
2023-10-18,4,1082,953,2.33
2023-10-19,4,1118,991,2.46
2023-10-20,4,1094,964,2.13
2023-10-21,4,722,652,2.18
2023-10-22,4,790,685,1.87
2023-10-23,4,1073,939,2.08
2023-10-24,4,1044,909,2.39
2023-10-25,4,1146,1009,1.89
2023-10-26,4,995,906,2.45
2023-10-27,4,1051,960,2.58
2023-10-28,4,801,713,0.75
2023-10-29,4,724,675,2.7
2023-10-30,4,1030,935,1.1
2023-10-31,4,1034,933,1.37
2023-11-01,4,1473,1339,1.49
2023-11-02,4,1423,1252,1.55
2023-11-03,4,1398,1290,1.96
2023-11-04,4,954,863,2.12
2023-11-05,4,965,884,2.91
2023-11-06,4,1292,1153,1.14
2023-11-07,4,1397,1291,1.87
2023-11-08,4,1478,1297,1.49
2023-11-09,4,1385,1238,1.39
2023-11-10,4,1570,1390,1.17
2023-11-11,4,967,846,1.78
2023-11-12,4,915,820,2.32
2023-11-13,4,1351,1274,2.45
2023-11-14,4,1376,1272,2.51
2023-11-15,4,1342,1174,2.0
2023-11-16,4,1308,1171,1.98
2023-11-17,4,1320,1158,2.52
2023-11-18,4,918,796,1.69
2023-11-19,4,903,809,2.01
2023-11-20,4,1442,1346,3.29
2023-11-21,4,1321,1173,1.15
2023-11-22,4,1313,1187,1.99
2023-11-23,4,1420,1265,1.64
2023-11-24,4,1505,1401,2.09
2023-11-25,4,943,829,1.64
2023-11-26,4,989,881,1.53
2023-11-27,4,1284,1143,2.18
2023-11-28,4,1273,1162,1.98
2023-11-29,4,1321,1209,2.19
2023-11-30,4,1437,1235,1.78
2023-12-01,4,1364,1230,2.08
2023-12-02,4,988,874,3.15
2023-12-03,4,887,794,1.26
2023-12-04,4,1386,1255,2.14
2023-12-05,4,1404,1275,2.94
2023-12-06,4,1364,1205,1.65
2023-12-07,4,1456,1338,2.21
2023-12-08,4,1367,1209,2.35
2023-12-09,4,961,885,1.59
2023-12-10,4,903,789,2.0
2023-12-11,4,1238,1085,2.38
2023-12-12,4,1370,1223,2.2
2023-12-13,4,1421,1271,1.95
2023-12-14,4,1241,1096,2.44
2023-12-15,4,1428,1344,1.13
2023-12-16,4,939,825,1.62
2023-12-17,4,1006,912,1.84
2023-12-18,4,1440,1349,2.99
2023-12-19,4,1310,1199,1.78
2023-12-20,4,1424,1283,2.49
2023-12-21,4,1470,1365,1.69
2023-12-22,4,1428,1268,2.84
2023-12-23,4,935,821,1.23
2023-12-24,4,1036,935,1.77
2023-12-25,4,1426,1277,2.06
2023-12-26,4,1447,1307,2.03
2023-12-27,4,1323,1178,2.64
2023-12-28,4,1381,1236,1.99
2023-12-29,4,1331,1224,1.8
2023-12-30,4,937,806,1.8
2023-12-31,4,940,846,1.89
2024-01-01,4,1045,949,1.64
2024-01-02,4,1118,1016,2.72
2024-01-03,4,1096,983,2.38
2024-01-04,4,1122,1056,2.19
2024-01-05,4,1017,902,2.14
2024-01-06,4,714,656,2.27
2024-01-07,4,732,668,1.29
2024-01-08,4,987,892,1.61
2024-01-09,4,1075,985,1.98
2024-01-10,4,1086,969,1.66
2024-01-11,4,1053,942,1.25
2024-01-12,4,1100,966,2.76
2024-01-13,4,734,645,2.31
2024-01-14,4,716,640,2.6
2024-01-15,4,1043,919,1.65
2024-01-16,4,1021,941,1.93
2024-01-17,4,961,869,2.01
2024-01-18,4,1107,997,2.34
2024-01-19,4,1039,950,2.47
2024-01-20,4,715,642,1.61
2024-01-21,4,722,670,2.16
2024-01-22,4,980,867,2.38
2024-01-23,4,1068,931,1.95
2024-01-24,4,1107,931,1.17
2024-01-25,4,1017,932,2.36
2024-01-26,4,1135,1018,2.35
2024-01-27,4,712,622,1.85
2024-01-28,4,842,758,2.13
2024-01-29,4,1050,952,2.02
2024-01-30,4,1033,955,2.69
2024-01-31,4,1056,950,2.37
2024-02-01,4,1045,914,1.47
2024-02-02,4,1104,945,0.91
2024-02-03,4,780,701,2.57
2024-02-04,4,793,723,1.27
2024-02-05,4,1033,901,2.29
2024-02-06,4,1071,1004,1.13
2024-02-07,4,1005,922,1.6
2024-02-08,4,999,896,1.11
2024-02-09,4,1059,926,1.2
2024-02-10,4,775,713,1.97
2024-02-11,4,716,647,1.44
2024-02-12,4,1128,1049,2.38
2024-02-13,4,1049,917,3.19
2024-02-14,4,1106,998,1.22
2024-02-15,4,1015,930,1.89
2024-02-16,4,1021,929,1.6
2024-02-17,4,717,638,2.33
2024-02-18,4,740,675,2.14
2024-02-19,4,1160,1051,1.34
2024-02-20,4,1087,931,2.22
2024-02-21,4,997,890,2.53
2024-02-22,4,989,926,2.38
2024-02-23,4,1035,958,3.08
2024-02-24,4,738,651,2.08
2024-02-25,4,757,661,2.42
2024-02-26,4,1067,952,1.69
2024-02-27,4,985,888,1.09
2024-02-28,4,1112,986,2.83
2024-02-29,4,1005,848,2.47
2024-03-01,4,1067,982,2.19
2024-03-02,4,717,658,1.96
2024-03-03,4,761,693,2.14
2024-03-04,4,1108,963,2.75
2024-03-05,4,1009,913,1.41
2024-03-06,4,997,843,1.55
2024-03-07,4,1119,1006,2.08
2024-03-08,4,1125,986,2.05
2024-03-09,4,730,677,1.93
2024-03-10,4,746,653,2.5
2024-03-11,4,1032,919,1.64
2024-03-12,4,1097,992,2.42
2024-03-13,4,1101,974,1.82
2024-03-14,4,985,893,2.81
2024-03-15,4,1041,928,2.9
2024-03-16,4,765,659,2.44
2024-03-17,4,707,656,1.13
2024-03-18,4,1133,1021,1.9
2024-03-19,4,1020,966,2.22
2024-03-20,4,1065,1002,3.11
2024-03-21,4,1032,893,1.04
2024-03-22,4,1092,991,1.06
2024-03-23,4,731,642,2.02
2024-03-24,4,735,667,2.62
2024-03-25,4,954,856,1.97
2024-03-26,4,1058,934,2.6
2024-03-27,4,1036,922,1.41
2024-03-28,4,1106,1015,2.04
2024-03-29,4,1065,948,1.38
2024-03-30,4,775,688,2.14
2024-03-31,4,803,726,2.13
2024-04-01,4,1077,948,0.89
2024-04-02,4,1112,1017,0.97
2024-04-03,4,1032,959,1.96
2024-04-04,4,1152,1026,1.97
2024-04-05,4,988,857,2.02
2024-04-06,4,749,666,2.29
2024-04-07,4,720,668,2.06
2024-04-08,4,1069,973,2.48
2024-04-09,4,1057,925,2.3
2024-04-10,4,1049,945,2.07
2024-04-11,4,1066,968,2.3
2024-04-12,4,1021,967,1.78
2024-04-13,4,688,585,1.91
2024-04-14,4,693,609,1.94
2024-04-15,4,977,877,2.06
2024-04-16,4,1043,927,1.44
2024-04-17,4,1042,913,2.46
2024-04-18,4,1103,1004,2.22
2024-04-19,4,988,878,1.84
2024-04-20,4,768,710,1.74
2024-04-21,4,760,669,2.91
2024-04-22,4,1066,963,2.46
2024-04-23,4,1028,945,1.64
2024-04-24,4,1011,934,2.01
2024-04-25,4,1035,942,1.39
2024-04-26,4,1140,1026,2.01
2024-04-27,4,815,721,2.27
2024-04-28,4,706,637,2.62
2024-04-29,4,1016,893,1.18
2024-04-30,4,1087,1001,2.13
2024-05-01,4,1089,973,1.67
2024-05-02,4,1059,950,1.63
2024-05-03,4,1116,1018,2.61
2024-05-04,4,721,660,2.05
2024-05-05,4,758,677,1.65
2024-05-06,4,1094,1023,2.39
2024-05-07,4,1051,994,1.62
2024-05-08,4,1209,1110,1.87
2024-05-09,4,1042,942,1.68
2024-05-10,4,927,825,2.63
2024-05-11,4,708,648,2.24
2024-05-12,4,738,657,1.72
2024-05-13,4,1105,1007,2.09
2024-05-14,4,1102,1004,1.14
2024-05-15,4,1162,1040,1.32
2024-05-16,4,1100,974,2.26
2024-05-17,4,1060,988,1.15
2024-05-18,4,769,702,0.41
2024-05-19,4,720,644,2.37
2024-05-20,4,1016,901,2.71
2024-05-21,4,1064,987,1.64
2024-05-22,4,1029,918,0.61
2024-05-23,4,1074,959,2.33
2024-05-24,4,998,920,1.39
2024-05-25,4,754,681,1.84
2024-05-26,4,777,711,2.31
2024-05-27,4,1025,916,2.58
2024-05-28,4,1100,1003,1.18
2024-05-29,4,1070,937,2.14
2024-05-30,4,1074,963,1.68
2024-05-31,4,948,866,1.77
2024-06-01,4,670,623,1.96
2024-06-02,4,670,600,2.05
2024-06-03,4,1036,929,1.45
2024-06-04,4,941,840,1.59
2024-06-05,4,967,916,1.72
2024-06-06,4,1009,903,3.1
2024-06-07,4,864,765,2.42
2024-06-08,4,662,600,2.09
2024-06-09,4,630,564,2.35
2024-06-10,4,869,783,1.36
2024-06-11,4,938,851,2.45
2024-06-12,4,940,818,1.84
2024-06-13,4,946,856,1.49
2024-06-14,4,965,879,2.36
2024-06-15,4,709,653,1.67
2024-06-16,4,699,635,2.14
2024-06-17,4,953,881,2.25
2024-06-18,4,907,796,2.41
2024-06-19,4,986,857,1.97
2024-06-20,4,927,833,2.02
2024-06-21,4,922,820,2.17
2024-06-22,4,640,616,2.18
2024-06-23,4,649,593,2.08
2024-06-24,4,963,905,1.07
2024-06-25,4,871,792,3.06
2024-06-26,4,1010,954,2.04
2024-06-27,4,960,869,0.9
2024-06-28,4,917,799,1.76
2024-06-29,4,668,607,1.77
2024-06-30,4,712,630,1.97
2024-07-01,4,922,826,2.03
2024-07-02,4,985,872,2.48
2024-07-03,4,923,827,3.01
2024-07-04,4,908,797,1.29
2024-07-05,4,979,869,1.95
2024-07-06,4,677,617,2.41
2024-07-07,4,667,593,2.52
2024-07-08,4,855,761,1.78
2024-07-09,4,935,857,2.38
2024-07-10,4,933,854,2.33
2024-07-11,4,823,726,2.25
2024-07-12,4,1017,905,1.66
2024-07-13,4,674,596,1.47
2024-07-14,4,639,579,2.26
2024-07-15,4,907,833,1.76
2024-07-16,4,1003,928,1.77
2024-07-17,4,850,774,3.46
2024-07-18,4,1002,899,0.6
2024-07-19,4,997,864,2.38
2024-07-20,4,677,607,2.49
2024-07-21,4,649,575,1.48
2024-07-22,4,899,813,1.58
2024-07-23,4,927,820,1.46
2024-07-24,4,991,903,1.91
2024-07-25,4,975,906,1.42
2024-07-26,4,887,806,2.18
2024-07-27,4,648,554,3.1
2024-07-28,4,597,538,2.62
2024-07-29,4,913,852,1.45
2024-07-30,4,994,906,2.57
2024-07-31,4,1000,910,1.76
2024-08-01,4,898,792,2.2
2024-08-02,4,1016,923,2.48
2024-08-03,4,666,592,2.29
2024-08-04,4,671,610,1.74
2024-08-05,4,1013,907,1.63
2024-08-06,4,973,883,1.52
2024-08-07,4,921,818,2.23
2024-08-08,4,940,845,2.12
2024-08-09,4,974,836,2.54
2024-08-10,4,693,612,1.77
2024-08-11,4,666,586,1.53
2024-08-12,4,899,796,1.95
2024-08-13,4,985,865,1.61
2024-08-14,4,924,818,2.57
2024-08-15,4,965,890,2.71
2024-08-16,4,956,866,2.14
2024-08-17,4,650,586,2.53
2024-08-18,4,705,633,3.34
2024-08-19,4,942,808,1.38
2024-08-20,4,989,880,2.51
2024-08-21,4,956,845,2.74
2024-08-22,4,1015,919,2.26
2024-08-23,4,1008,887,1.47
2024-08-24,4,696,608,2.03
2024-08-25,4,664,602,1.18
2024-08-26,4,855,780,3.44
2024-08-27,4,966,882,1.32
2024-08-28,4,1006,935,1.74
2024-08-29,4,986,897,1.45
2024-08-30,4,996,890,1.78
2024-08-31,4,694,619,2.55
2024-09-01,4,746,676,1.93
2024-09-02,4,1080,970,2.78
2024-09-03,4,1112,1038,2.01
2024-09-04,4,1087,1009,1.34
2024-09-05,4,1114,1014,2.1
2024-09-06,4,1007,898,1.69
2024-09-07,4,730,651,0.55
2024-09-08,4,728,665,1.84
2024-09-09,4,1041,903,1.54
2024-09-10,4,1115,1011,1.5
2024-09-11,4,1109,986,1.78
2024-09-12,4,1051,970,1.96
2024-09-13,4,1063,964,2.25
2024-09-14,4,746,637,2.0
2024-09-15,4,742,662,1.06
2024-09-16,4,1024,922,2.46
2024-09-17,4,1031,919,2.61
2024-09-18,4,986,863,1.01
2024-09-19,4,990,897,1.86
2024-09-20,4,1092,974,2.14
2024-09-21,4,763,687,2.24
2024-09-22,4,818,737,1.92
2024-09-23,4,1143,1028,3.01
2024-09-24,4,1045,908,2.58
2024-09-25,4,1014,917,2.08
2024-09-26,4,1045,942,1.92
2024-09-27,4,1026,907,2.84
2024-09-28,4,758,679,2.95
2024-09-29,4,689,609,1.84
2024-09-30,4,1063,963,2.87
2024-10-01,4,1133,1041,2.28
2024-10-02,4,1105,972,1.47
2024-10-03,4,962,853,2.39
2024-10-04,4,1035,946,2.61
2024-10-05,4,738,663,1.91
2024-10-06,4,761,667,2.26
2024-10-07,4,1113,1001,1.75
2024-10-08,4,1053,906,2.12
2024-10-09,4,998,861,1.22
2024-10-10,4,1148,1024,2.38
2024-10-11,4,1050,956,2.43
2024-10-12,4,743,672,2.13
2024-10-13,4,705,605,2.09
2024-10-14,4,1166,1060,2.76
2024-10-15,4,1010,905,1.41
2024-10-16,4,1009,935,1.97
2024-10-17,4,1045,939,1.76
2024-10-18,4,1116,976,1.63
2024-10-19,4,788,701,1.76
2024-10-20,4,703,616,2.51
2024-10-21,4,1098,979,2.32
2024-10-22,4,1091,969,2.6
2024-10-23,4,1024,950,2.99
2024-10-24,4,1118,1039,1.88
2024-10-25,4,1039,950,1.99
2024-10-26,4,710,616,1.98
2024-10-27,4,725,650,1.34
2024-10-28,4,1116,980,2.39
2024-10-29,4,983,920,1.81
2024-10-30,4,1041,958,2.73
2024-10-31,4,1063,962,2.5
2024-11-01,4,1466,1286,2.45
2024-11-02,4,942,859,1.72
2024-11-03,4,947,853,2.24
2024-11-04,4,1315,1198,2.37
2024-11-05,4,1266,1128,2.21
2024-11-06,4,1424,1284,1.74
2024-11-07,4,1286,1180,1.92
2024-11-08,4,1295,1127,2.24
2024-11-09,4,1057,973,1.6
2024-11-10,4,937,847,1.25
2024-11-11,4,1315,1241,1.77
2024-11-12,4,1456,1271,1.78
2024-11-13,4,1290,1180,1.89
2024-11-14,4,1440,1269,1.94
2024-11-15,4,1458,1339,2.14
2024-11-16,4,901,863,0.99
2024-11-17,4,1009,929,1.61
2024-11-18,4,1367,1255,1.6
2024-11-19,4,1330,1200,2.03
2024-11-20,4,1381,1266,2.55
2024-11-21,4,1421,1295,1.75
2024-11-22,4,1557,1388,2.56
2024-11-23,4,975,900,2.53
2024-11-24,4,921,832,1.92
2024-11-25,4,1350,1219,2.42
2024-11-26,4,1484,1312,2.58
2024-11-27,4,1482,1317,1.94
2024-11-28,4,1311,1178,1.69
2024-11-29,4,1404,1302,1.73
2024-11-30,4,1015,936,2.0
2024-12-01,4,1012,906,2.85
2024-12-02,4,1355,1291,2.25
2024-12-03,4,1282,1144,2.36
2024-12-04,4,1333,1209,1.61
2024-12-05,4,1315,1219,1.96
2024-12-06,4,1451,1259,2.45
2024-12-07,4,1018,938,1.3
2024-12-08,4,973,853,2.01
2024-12-09,4,1346,1190,2.54
2024-12-10,4,1482,1370,1.52
2024-12-11,4,1483,1328,1.9
2024-12-12,4,1350,1180,1.14
2024-12-13,4,1308,1193,1.45
2024-12-14,4,942,871,1.92
2024-12-15,4,1043,941,2.48
2024-12-16,4,1352,1259,2.02
2024-12-17,4,1473,1350,1.61
2024-12-18,4,1449,1314,1.05
2024-12-19,4,1436,1256,1.91
2024-12-20,4,1544,1394,1.64
2024-12-21,4,977,864,1.81
2024-12-22,4,995,901,2.45
2024-12-23,4,1316,1197,2.35
2024-12-24,4,1317,1202,2.72
2024-12-25,4,1399,1216,2.67
2024-12-26,4,1471,1305,2.67
2024-12-27,4,1356,1224,2.17
2024-12-28,4,912,846,2.67
2024-12-29,4,1007,911,1.97
2024-12-30,4,1376,1198,2.04
2024-12-31,4,1344,1219,1.89
2023-01-01,5,687,615,2.62
2023-01-02,5,934,805,2.44
2023-01-03,5,979,897,2.28
2023-01-04,5,875,795,1.39
2023-01-05,5,909,834,1.58
2023-01-06,5,906,827,1.42
2023-01-07,5,666,593,1.5
2023-01-08,5,667,589,2.47
2023-01-09,5,890,757,1.82
2023-01-10,5,935,840,2.54
2023-01-11,5,953,846,2.91
2023-01-12,5,841,773,2.73
2023-01-13,5,920,786,3.0
2023-01-14,5,642,578,2.54
2023-01-15,5,664,594,2.21
2023-01-16,5,930,822,1.48
2023-01-17,5,957,855,1.1
2023-01-18,5,905,813,1.82
2023-01-19,5,961,855,1.92
2023-01-20,5,960,883,1.59
2023-01-21,5,682,621,2.16
2023-01-22,5,650,571,2.81
2023-01-23,5,836,748,2.4
2023-01-24,5,926,851,2.02
2023-01-25,5,963,872,2.47
2023-01-26,5,844,754,1.6
2023-01-27,5,976,876,2.18
2023-01-28,5,667,597,1.29
2023-01-29,5,683,620,1.08
2023-01-30,5,984,863,2.03
2023-01-31,5,990,890,2.31
2023-02-01,5,861,755,3.11
2023-02-02,5,922,829,1.03
2023-02-03,5,886,766,2.23
2023-02-04,5,613,541,1.37
2023-02-05,5,660,585,1.37
2023-02-06,5,915,861,2.58
2023-02-07,5,927,833,1.45
2023-02-08,5,868,784,2.56
2023-02-09,5,1062,990,1.54
2023-02-10,5,882,746,1.84
2023-02-11,5,633,549,1.66
2023-02-12,5,698,627,2.46
2023-02-13,5,935,860,1.89
2023-02-14,5,955,895,2.65
2023-02-15,5,849,757,1.77
2023-02-16,5,963,873,1.74
2023-02-17,5,924,822,1.47
2023-02-18,5,634,576,1.48
2023-02-19,5,688,621,1.64
2023-02-20,5,901,823,1.66
2023-02-21,5,960,864,2.6
2023-02-22,5,889,809,2.42
2023-02-23,5,987,920,1.57
2023-02-24,5,974,881,2.6
2023-02-25,5,687,613,2.23
2023-02-26,5,618,550,1.91
2023-02-27,5,935,863,2.19
2023-02-28,5,948,876,1.42
2023-03-01,5,911,784,2.34
2023-03-02,5,1021,902,1.82
2023-03-03,5,909,840,1.64
2023-03-04,5,681,605,1.96
2023-03-05,5,676,613,2.44
2023-03-06,5,924,829,1.74
2023-03-07,5,918,851,2.1
2023-03-08,5,873,752,1.38
2023-03-09,5,877,774,2.03
2023-03-10,5,1002,900,1.64
2023-03-11,5,681,616,1.52
2023-03-12,5,662,583,3.16
2023-03-13,5,939,857,1.67
2023-03-14,5,949,820,2.56
2023-03-15,5,918,867,2.84
2023-03-16,5,955,841,1.62
2023-03-17,5,913,834,1.46
2023-03-18,5,564,525,2.33
2023-03-19,5,660,584,1.86
2023-03-20,5,948,826,1.33
2023-03-21,5,971,866,1.85
2023-03-22,5,866,798,1.89
2023-03-23,5,927,859,2.35
2023-03-24,5,1019,940,2.55
2023-03-25,5,686,637,1.46
2023-03-26,5,630,567,2.18
2023-03-27,5,922,815,2.03
2023-03-28,5,970,839,3.17
2023-03-29,5,886,786,1.88
2023-03-30,5,921,831,1.47
2023-03-31,5,897,815,1.77
2023-04-01,5,712,647,1.76
2023-04-02,5,690,616,1.64
2023-04-03,5,880,770,2.27
2023-04-04,5,912,825,2.58
2023-04-05,5,913,814,2.63
2023-04-06,5,864,795,1.34
2023-04-07,5,908,820,2.5
2023-04-08,5,640,619,1.03
2023-04-09,5,635,566,1.82
2023-04-10,5,907,841,2.14
2023-04-11,5,871,787,2.42
2023-04-12,5,872,790,2.18
2023-04-13,5,864,753,2.31
2023-04-14,5,916,835,2.89
2023-04-15,5,671,612,1.31
2023-04-16,5,639,594,1.82
2023-04-17,5,922,806,1.81
2023-04-18,5,996,909,0.91
2023-04-19,5,999,918,1.96
2023-04-20,5,1024,933,1.41
2023-04-21,5,958,871,2.53
2023-04-22,5,660,596,1.15
2023-04-23,5,657,597,1.85
2023-04-24,5,854,760,2.26
2023-04-25,5,975,872,2.08
2023-04-26,5,957,842,1.61
2023-04-27,5,911,844,1.79
2023-04-28,5,965,853,2.69
2023-04-29,5,672,621,2.09
2023-04-30,5,660,600,1.23
2023-05-01,5,923,833,0.96
2023-05-02,5,899,777,1.04
2023-05-03,5,1106,1000,2.75
2023-05-04,5,885,836,1.89
2023-05-05,5,833,711,1.45
2023-05-06,5,594,533,1.42
2023-05-07,5,692,612,1.65
2023-05-08,5,901,796,1.52
2023-05-09,5,902,815,2.25
2023-05-10,5,944,851,2.28
2023-05-11,5,842,784,1.81
2023-05-12,5,933,853,1.66
2023-05-13,5,604,533,2.27
2023-05-14,5,624,559,1.8
2023-05-15,5,921,835,2.68
2023-05-16,5,983,837,1.68
2023-05-17,5,930,852,2.09
2023-05-18,5,932,814,2.26
2023-05-19,5,923,820,1.66
2023-05-20,5,569,510,1.38
2023-05-21,5,646,574,2.29
2023-05-22,5,929,828,1.19
2023-05-23,5,910,832,1.79
2023-05-24,5,974,862,2.38
2023-05-25,5,864,773,2.28
2023-05-26,5,896,829,2.13
2023-05-27,5,680,610,2.02
2023-05-28,5,635,564,2.3
2023-05-29,5,956,855,2.49
2023-05-30,5,932,847,2.39
2023-05-31,5,979,896,2.08
2023-06-01,5,853,783,1.57
2023-06-02,5,845,772,1.9
2023-06-03,5,596,546,1.89
2023-06-04,5,599,541,1.77
2023-06-05,5,842,773,2.14
2023-06-06,5,833,791,2.19
2023-06-07,5,900,780,2.42
2023-06-08,5,855,774,1.65
2023-06-09,5,824,724,2.64
2023-06-10,5,570,517,1.92
2023-06-11,5,611,556,2.1
2023-06-12,5,768,686,2.03
2023-06-13,5,731,659,2.12
2023-06-14,5,783,682,2.37
2023-06-15,5,823,774,1.59
2023-06-16,5,858,775,1.44
2023-06-17,5,613,546,1.55
2023-06-18,5,561,486,2.28
2023-06-19,5,855,763,2.24
2023-06-20,5,834,740,1.61
2023-06-21,5,849,755,2.67
2023-06-22,5,870,771,2.35
2023-06-23,5,862,731,1.96
2023-06-24,5,605,563,1.44
2023-06-25,5,616,551,2.25
2023-06-26,5,807,707,2.23
2023-06-27,5,869,790,1.76
2023-06-28,5,823,736,1.49
2023-06-29,5,831,740,2.46
2023-06-30,5,829,764,2.24
2023-07-01,5,601,545,2.26
2023-07-02,5,612,562,1.3
2023-07-03,5,916,800,1.71
2023-07-04,5,863,775,1.31
2023-07-05,5,756,685,2.22
2023-07-06,5,870,802,2.89
2023-07-07,5,860,761,1.35
2023-07-08,5,583,501,1.38
2023-07-09,5,560,516,2.08
2023-07-10,5,838,770,2.33
2023-07-11,5,884,797,2.28
2023-07-12,5,818,747,2.0
2023-07-13,5,810,720,1.9
2023-07-14,5,896,805,1.89
2023-07-15,5,594,549,2.19
2023-07-16,5,594,523,1.99
2023-07-17,5,872,794,2.37
2023-07-18,5,801,715,2.76
2023-07-19,5,908,800,2.89
2023-07-20,5,951,853,2.47
2023-07-21,5,800,745,1.12
2023-07-22,5,549,482,1.46
2023-07-23,5,654,591,2.03
2023-07-24,5,810,708,1.81
2023-07-25,5,835,716,3.04
2023-07-26,5,806,712,2.23
2023-07-27,5,774,710,2.64
2023-07-28,5,825,738,2.01
2023-07-29,5,587,548,1.8
2023-07-30,5,590,534,2.14
2023-07-31,5,756,699,2.13
2023-08-01,5,725,668,2.21
2023-08-02,5,923,825,2.56
2023-08-03,5,929,856,1.63
2023-08-04,5,886,804,2.22
2023-08-05,5,541,478,1.9
2023-08-06,5,616,572,1.33
2023-08-07,5,829,715,1.76
2023-08-08,5,830,772,0.83
2023-08-09,5,891,779,1.85
2023-08-10,5,826,759,2.56
2023-08-11,5,848,744,1.57
2023-08-12,5,624,557,2.34
2023-08-13,5,581,506,1.74
2023-08-14,5,890,795,2.44
2023-08-15,5,870,789,1.9
2023-08-16,5,863,783,2.58
2023-08-17,5,768,689,1.82
2023-08-18,5,844,757,1.88
2023-08-19,5,603,550,2.89
2023-08-20,5,624,572,1.54
2023-08-21,5,837,769,2.68
2023-08-22,5,823,780,1.22
2023-08-23,5,881,797,2.4
2023-08-24,5,819,737,1.9
2023-08-25,5,814,726,1.82
2023-08-26,5,568,516,1.45
2023-08-27,5,604,553,2.19
2023-08-28,5,825,751,2.4
2023-08-29,5,839,766,1.84
